#		P	A	h	b	s	r	Iy	Wy	iy	Iz	Wz	iz
278	200x100x7.5	32.04	40.82	200	100	7.5	19	1992	199.2	69.9	672.5	134.5	40.6
279	200x100x8	33.95	43.24	200	100	8	20	2090	209	69.5	704	140.8	40.3
280	200x120x4	19.27	24.55	200	120	4	8	1353	135.3	74.2	617.5	102.9	50.2
281	200x120x4.5	21.56	27.47	200	120	4.5	9	1503	150.3	74	684.7	114.1	49.9
282	200x120x5	23.83	30.36	200	120	5	10	1649	164.9	73.7	749.8	125	49.7
283	200x120x5.5	26.07	33.21	200	120	5.5	11	1791	179.1	73.4	812.8	135.5	49.5
284	200x120x6	28.29	36.03	200	120	6	12	1929	192.9	73.2	873.7	145.6	49.2
285	200x120x6.5	30.19	38.46	200	120	6.5	16.5	2026	202.6	72.6	919.5	153.2	48.9
286	200x120x7	32.31	41.16	200	120	7	17.5	2150	215	72.3	974.3	162.4	48.7
287	200x120x7.5	34.4	43.82	200	120	7.5	19	2270	227	72	1027	171.2	48.4
288	200x120x8	36.46	46.44	200	120	8	20	2385	238.5	71.7	1078	179.6	48.2
289	200x160x5	26.97	34.36	200	160	5	10	2029	202.9	76.9	1442	180.3	64.8
290	200x160x5.5	29.52	37.61	200	160	5.5	11	2207	220.7	76.6	1568	195.9	64.6
